VALUESearch - ETF정보 / A476800.삼성 KODEX 한국부동산리츠인프라부동산상장지수투자신탁[재간접형],,,,,,,,,,,,Report as of : 2025-11-23
기준일자,시가,고가,저가,종가,거래량,거래대금,상장주식수,1개월수익률,3개월수익률,6개월수익률,1년수익률,상장후수익률
,"4,740.  ","4,760.  ","4,735.  ","4,760.  ","1,083,150.  ","5,143,638,908.  ","75,150,000.  ",.01  ,.07  ,.09  ,.  ,-.07  
,"4,765.  ","4,765.  ","4,750.  ","4,760.  ","1,142,250.  ","5,436,093,842.  ","75,450,000.  ",.01  ,.05  ,.08  ,.  ,-.07  
,"4,760.  ","4,770.  ","4,740.  ","4,760.  ","1,598,468.  ","7,594,598,478.  ","75,600,000.  ",.01  ,.05  ,.08  ,.  ,-.07  
,"4,725.  ","4,725.  ","4,685.  ","4,700.  ","1,937,153.  ","9,102,155,815.  ","77,050,000.  ",.02  ,.05  ,.09  ,-.01  ,-.08  
,"4,700.  ","4,705.  ","4,665.  ","4,670.  ","1,284,596.  ","6,009,879,277.  ","77,050,000.  ",.01  ,.03  ,.08  ,-.02  ,-.09  
,"4,665.  ","4,670.  ","4,650.  ","4,650.  ","1,214,230.  ","5,658,559,453.  ","77,050,000.  ",.02  ,.02  ,.07  ,-.03  ,-.09  
,"4,650.  ","4,670.  ","4,650.  ","4,665.  ","1,005,330.  ","4,680,424,441.  ","77,150,000.  ",.02  ,.02  ,.08  ,-.03  ,-.09  
,"4,675.  ","4,680.  ","4,655.  ","4,680.  ","1,443,890.  ","6,742,681,767.  ","77,400,000.  ",.02  ,.02  ,.08  ,-.03  ,-.09  
,"4,680.  ","4,680.  ","4,665.  ","4,665.  ","1,408,848.  ","6,580,279,680.  ","77,550,000.  ",.02  ,.02  ,.08  ,-.04  ,-.09  
,"4,660.  ","4,665.  ","4,645.  ","4,655.  ","1,653,103.  ","7,693,993,718.  ","77,700,000.  ",.02  ,.02  ,.08  ,-.04  ,-.09  
,"4,655.  ","4,660.  ","4,650.  ","4,660.  ","907,077.  ","4,221,802,366.  ","79,300,000.  ",.02  ,.01  ,.08  ,-.04  ,-.09  
,"4,660.  ","4,665.  ","4,650.  ","4,660.  ","1,109,463.  ","5,167,276,276.  ","79,750,000.  ",.02  ,.01  ,.07  ,-.04  ,-.09  
,"4,660.  ","4,665.  ","4,650.  ","4,665.  ","942,965.  ","4,389,890,522.  ","79,950,000.  ",.01  ,.01  ,.08  ,-.04  ,-.09  
,"4,665.  ","4,665.  ","4,640.  ","4,650.  ","1,745,803.  ","8,112,606,979.  ","80,000,000.  ",-.01  ,.  ,.07  ,-.04  ,-.09  
,"4,650.  ","4,675.  ","4,645.  ","4,670.  ","1,503,708.  ","7,006,032,659.  ","83,250,000.  ",.  ,.  ,.08  ,-.05  ,-.09  
,"4,670.  ","4,710.  ","4,660.  ","4,690.  ","1,003,564.  ","4,703,858,217.  ","83,450,000.  ",.01  ,.  ,.08  ,-.05  ,-.09  
,"4,690.  ","4,705.  ","4,680.  ","4,705.  ","1,361,162.  ","6,388,744,779.  ","83,750,000.  ",.01  ,.  ,.09  ,-.06  ,-.08  
,"4,695.  ","4,700.  ","4,635.  ","4,635.  ","2,368,479.  ","11,044,088,049.  ","83,900,000.  ",.  ,-.02  ,.08  ,-.07  ,-.1  
,"4,640.  ","4,690.  ","4,635.  ","4,690.  ","1,863,410.  ","8,702,523,331.  ","84,150,000.  ",.  ,-.01  ,.08  ,-.05  ,-.09  
,"4,705.  ","4,725.  ","4,685.  ","4,720.  ","1,446,502.  ","6,816,668,520.  ","84,150,000.  ",.01  ,.  ,.08  ,.  ,-.08  
,"4,715.  ","4,730.  ","4,705.  ","4,720.  ","1,092,517.  ","5,153,109,733.  ","85,050,000.  ",.01  ,.  ,.08  ,-.03  ,-.08  
,"4,725.  ","4,735.  ","4,717.  ","4,730.  ","802,462.  ","3,793,562,681.  ","86,000,000.  ",.01  ,.01  ,.08  ,-.03  ,-.08  
,"4,735.  ","4,750.  ","4,717.  ","4,735.  ","1,583,515.  ","7,494,320,827.  ","86,500,000.  ",.01  ,.01  ,.08  ,-.02  ,-.08  
,"4,740.  ","4,740.  ","4,710.  ","4,735.  ","1,185,649.  ","5,599,019,139.  ","87,650,000.  ",.  ,.01  ,.08  ,-.02  ,-.08  
,"4,735.  ","4,745.  ","4,730.  ","4,735.  ","1,207,162.  ","5,721,176,212.  ","87,650,000.  ",.  ,.01  ,.08  ,-.04  ,-.08  
,"4,710.  ","4,720.  ","4,695.  ","4,700.  ","1,116,901.  ","5,257,083,035.  ","88,150,000.  ",.  ,.01  ,.08  ,-.03  ,-.08  
,"4,705.  ","4,720.  ","4,630.  ","4,660.  ","4,153,872.  ","19,305,072,483.  ","88,150,000.  ",.  ,.  ,.06  ,-.04  ,-.09  
,"4,660.  ","4,660.  ","4,640.  ","4,655.  ","1,832,099.  ","8,514,739,777.  ","88,150,000.  ",.  ,.  ,.05  ,-.04  ,-.09  
,"4,655.  ","4,660.  ","4,640.  ","4,645.  ","1,579,170.  ","7,339,101,514.  ","88,000,000.  ",.  ,.  ,.04  ,-.04  ,-.1  
,"4,650.  ","4,650.  ","4,625.  ","4,650.  ","1,243,888.  ","5,767,337,771.  ","88,600,000.  ",.  ,.  ,.03  ,-.04  ,-.09  
,"4,660.  ","4,660.  ","4,650.  ","4,660.  ","846,080.  ","3,938,914,142.  ","88,850,000.  ",.01  ,.01  ,.02  ,-.03  ,-.09  
,"4,665.  ","4,670.  ","4,645.  ","4,655.  ","1,410,174.  ","6,568,863,589.  ","89,450,000.  ",.01  ,.01  ,.02  ,-.03  ,-.09  
,"4,665.  ","4,680.  ","4,665.  ","4,675.  ","1,144,610.  ","5,345,681,083.  ","92,300,000.  ",.01  ,.01  ,.03  ,-.03  ,-.09  
,"4,675.  ","4,680.  ","4,670.  ","4,680.  ","945,902.  ","4,421,106,113.  ","92,500,000.  ",.01  ,.01  ,.02  ,-.03  ,-.09  
,"4,685.  ","4,690.  ","4,670.  ","4,675.  ","1,004,251.  ","4,694,438,539.  ","92,900,000.  ",.01  ,.01  ,.02  ,-.04  ,-.09  
,"4,675.  ","4,700.  ","4,675.  ","4,700.  ","1,090,350.  ","5,113,284,687.  ","93,250,000.  ",.02  ,.02  ,.03  ,-.03  ,-.08  
,"4,705.  ","4,705.  ","4,690.  ","4,705.  ","708,158.  ","3,326,055,456.  ","93,400,000.  ",.01  ,.02  ,.03  ,-.03  ,-.08  
,"4,705.  ","4,715.  ","4,695.  ","4,710.  ","1,171,661.  ","5,515,823,811.  ","93,700,000.  ",.02  ,.02  ,.02  ,-.03  ,-.08  
,"4,710.  ","4,730.  ","4,710.  ","4,725.  ","1,045,135.  ","4,936,876,115.  ","94,050,000.  ",.03  ,.02  ,.04  ,-.03  ,-.08  
,"4,730.  ","4,735.  ","4,715.  ","4,725.  ","1,187,784.  ","5,609,160,745.  ","94,250,000.  ",.03  ,.02  ,.04  ,-.03  ,-.08  
,"4,725.  ","4,740.  ","4,720.  ","4,725.  ","970,841.  ","4,589,379,251.  ","94,700,000.  ",.01  ,.01  ,.03  ,-.03  ,-.08  
,"4,730.  ","4,750.  ","4,727.  ","4,750.  ","957,687.  ","4,537,609,555.  ","94,950,000.  ",.01  ,.02  ,.03  ,-.02  ,-.07  
,"4,750.  ","4,795.  ","4,745.  ","4,790.  ","1,767,519.  ","8,435,449,289.  ","95,300,000.  ",.02  ,.03  ,.04  ,-.01  ,-.07  
,"4,795.  ","4,810.  ","4,765.  ","4,780.  ","2,118,018.  ","10,140,049,034.  ","95,450,000.  ",.02  ,.03  ,.04  ,-.01  ,-.07  
,"4,785.  ","4,795.  ","4,775.  ","4,795.  ","1,570,012.  ","7,513,686,484.  ","95,550,000.  ",.02  ,.03  ,.04  ,-.01  ,-.07  
,"4,805.  ","4,805.  ","4,780.  ","4,795.  ","1,680,817.  ","8,051,733,193.  ","97,050,000.  ",.02  ,.03  ,.05  ,-.01  ,-.07  
,"4,760.  ","4,780.  ","4,755.  ","4,780.  ","1,259,670.  ","6,006,414,118.  ","99,850,000.  ",.02  ,.04  ,.07  ,-.01  ,-.07  
,"4,780.  ","4,790.  ","4,770.  ","4,780.  ","1,173,704.  ","5,606,791,408.  ","99,850,000.  ",.03  ,.05  ,.07  ,-.01  ,-.07  
,"4,790.  ","4,790.  ","4,760.  ","4,765.  ","1,420,265.  ","6,771,803,512.  ","99,850,000.  ",.03  ,.05  ,.07  ,-.01  ,-.07  
,"4,765.  ","4,775.  ","4,765.  ","4,770.  ","995,728.  ","4,747,136,286.  ","99,350,000.  ",.03  ,.05  ,.07  ,-.01  ,-.07  
,"4,770.  ","4,790.  ","4,765.  ","4,770.  ","1,453,525.  ","6,937,964,039.  ","99,350,000.  ",.03  ,.06  ,.06  ,-.01  ,-.07  
,"4,775.  ","4,775.  ","4,750.  ","4,765.  ","1,293,015.  ","6,150,351,649.  ","99,300,000.  ",.03  ,.05  ,.05  ,-.01  ,-.07  
,"4,765.  ","4,770.  ","4,740.  ","4,740.  ","1,400,664.  ","6,650,052,421.  ","99,200,000.  ",.02  ,.05  ,.05  ,-.02  ,-.08  
,"4,740.  ","4,750.  ","4,700.  ","4,705.  ","1,560,386.  ","7,360,477,614.  ","99,200,000.  ",.02  ,.04  ,.04  ,-.02  ,-.08  
,"4,715.  ","4,720.  ","4,700.  ","4,720.  ","1,087,938.  ","5,126,921,543.  ","99,200,000.  ",.02  ,.04  ,.04  ,-.02  ,-.08  
,"4,720.  ","4,750.  ","4,710.  ","4,750.  ","1,149,380.  ","5,437,365,449.  ","99,200,000.  ",.02  ,.04  ,.05  ,-.01  ,-.07  
,"4,760.  ","4,760.  ","4,720.  ","4,740.  ","1,450,602.  ","6,870,393,737.  ","99,400,000.  ",.02  ,.03  ,.05  ,-.01  ,-.08  
,"4,740.  ","4,755.  ","4,730.  ","4,750.  ","1,537,549.  ","7,287,123,327.  ","99,500,000.  ",.02  ,.03  ,.05  ,.  ,-.07  
,"4,750.  ","4,765.  ","4,740.  ","4,760.  ","1,234,200.  ","5,869,943,722.  ","99,650,000.  ",.02  ,.04  ,.06  ,.01  ,-.07  
,"4,770.  ","4,780.  ","4,750.  ","4,775.  ","1,341,560.  ","6,393,197,846.  ","99,900,000.  ",.02  ,.04  ,.07  ,.01  ,-.07  
,"4,775.  ","4,790.  ","4,775.  ","4,790.  ","1,597,026.  ","7,637,053,072.  ","100,250,000.  ",.02  ,.04  ,.07  ,.03  ,-.07  
,"4,795.  ","4,795.  ","4,770.  ","4,785.  ","2,603,796.  ","12,450,726,988.  ","104,800,000.  ",.  ,.03  ,.08  ,.04  ,-.07  
,"4,780.  ","4,785.  ","4,765.  ","4,780.  ","2,547,768.  ","12,165,755,613.  ","105,300,000.  ",.  ,.02  ,.08  ,.03  ,-.07  
,"4,750.  ","4,750.  ","4,730.  ","4,740.  ","1,739,489.  ","8,243,690,082.  ","106,250,000.  ",.  ,.03  ,.07  ,.02  ,-.08  
,"4,740.  ","4,760.  ","4,740.  ","4,750.  ","1,272,159.  ","6,041,068,378.  ","106,250,000.  ",.  ,.04  ,.06  ,.02  ,-.07  
,"4,750.  ","4,765.  ","4,740.  ","4,750.  ","1,918,899.  ","9,114,958,776.  ","106,250,000.  ",.  ,.04  ,.07  ,.02  ,-.07  
,"4,750.  ","4,755.  ","4,730.  ","4,740.  ","1,846,171.  ","8,752,648,645.  ","106,650,000.  ",.  ,.04  ,.06  ,.02  ,-.08  
,"4,745.  ","4,755.  ","4,735.  ","4,745.  ","1,516,028.  ","7,194,057,893.  ","106,750,000.  ",.  ,.03  ,.06  ,.02  ,-.08  
,"4,750.  ","4,755.  ","4,740.  ","4,745.  ","1,830,527.  ","8,691,755,343.  ","107,150,000.  ",.  ,.04  ,.05  ,.02  ,-.08  
,"4,760.  ","4,760.  ","4,740.  ","4,750.  ","1,023,066.  ","4,855,212,339.  ","107,400,000.  ",.01  ,.04  ,.06  ,.03  ,-.07  
,"4,750.  ","4,755.  ","4,740.  ","4,755.  ","1,485,758.  ","7,056,672,330.  ","107,450,000.  ",.02  ,.04  ,.05  ,.04  ,-.07  
,"4,760.  ","4,770.  ","4,755.  ","4,765.  ","1,354,449.  ","6,449,126,382.  ","107,700,000.  ",.02  ,.04  ,.06  ,.04  ,-.07  
,"4,765.  ","4,785.  ","4,765.  ","4,775.  ","1,677,524.  ","8,004,100,662.  ","107,850,000.  ",.01  ,.04  ,.05  ,.06  ,-.07  
,"4,775.  ","4,775.  ","4,755.  ","4,775.  ","1,439,524.  ","6,866,537,521.  ","108,000,000.  ",.01  ,.05  ,.05  ,.07  ,-.07  
,"4,775.  ","4,785.  ","4,775.  ","4,785.  ","1,088,843.  ","5,205,684,391.  ","108,200,000.  ",.01  ,.04  ,.05  ,.06  ,-.07  
,"4,785.  ","4,805.  ","4,780.  ","4,800.  ","1,696,027.  ","8,123,680,548.  ","108,300,000.  ",.01  ,.04  ,.04  ,.07  ,-.07  
,"4,800.  ","4,805.  ","4,775.  ","4,780.  ","1,960,772.  ","9,387,080,842.  ","108,550,000.  ",.01  ,.04  ,.04  ,.06  ,-.07  
,"4,780.  ","4,785.  ","4,765.  ","4,770.  ","1,719,385.  ","8,203,515,126.  ","108,600,000.  ",.  ,.04  ,.04  ,.07  ,-.07  
,"4,770.  ","4,775.  ","4,760.  ","4,770.  ","1,358,526.  ","6,476,284,615.  ","108,700,000.  ",.  ,.04  ,.03  ,.08  ,-.07  
,"4,775.  ","4,780.  ","4,740.  ","4,755.  ","2,108,684.  ","10,026,141,803.  ","108,750,000.  ",.  ,.03  ,.03  ,.07  ,-.07  
,"4,765.  ","4,780.  ","4,760.  ","4,775.  ","1,534,050.  ","7,316,190,356.  ","108,800,000.  ",.  ,.03  ,.03  ,.08  ,-.07  
,"4,775.  ","4,775.  ","4,755.  ","4,775.  ","2,023,623.  ","9,639,126,788.  ","108,800,000.  ",.  ,.03  ,.04  ,.09  ,-.07  
,"4,780.  ","4,800.  ","4,780.  ","4,795.  ","1,254,962.  ","6,013,794,574.  ","112,100,000.  ",.01  ,.03  ,.04  ,.1  ,-.07  
,"4,795.  ","4,810.  ","4,795.  ","4,810.  ","1,532,297.  ","7,363,141,155.  ","112,100,000.  ",.01  ,.04  ,.04  ,.12  ,-.06  
,"4,815.  ","4,820.  ","4,800.  ","4,820.  ","1,910,057.  ","9,187,486,978.  ","112,150,000.  ",.01  ,.04  ,.05  ,.15  ,-.06  
,"4,800.  ","4,800.  ","4,780.  ","4,800.  ","1,382,427.  ","6,618,759,742.  ","113,850,000.  ",.02  ,.04  ,.05  ,.14  ,-.07  
,"4,790.  ","4,800.  ","4,767.  ","4,770.  ","2,368,374.  ","11,308,397,198.  ","113,850,000.  ",.01  ,.04  ,.05  ,.14  ,-.07  
,"4,775.  ","4,780.  ","4,760.  ","4,775.  ","1,406,380.  ","6,708,281,793.  ","113,850,000.  ",.01  ,.04  ,.05  ,.13  ,-.07  
,"4,780.  ","4,785.  ","4,760.  ","4,760.  ","2,290,437.  ","10,927,096,353.  ","113,500,000.  ",.01  ,.04  ,.05  ,.12  ,-.07  
,"4,765.  ","4,790.  ","4,760.  ","4,785.  ","1,395,460.  ","6,664,031,128.  ","113,250,000.  ",.02  ,.05  ,.05  ,.11  ,-.07  
,"4,790.  ","4,800.  ","4,780.  ","4,790.  ","1,165,950.  ","5,584,712,171.  ","110,600,000.  ",.02  ,.05  ,.05  ,.1  ,-.07  
,"4,790.  ","4,790.  ","4,765.  ","4,785.  ","1,166,222.  ","5,575,011,957.  ","110,200,000.  ",.01  ,.05  ,.05  ,.1  ,-.07  
,,,,,,,,,,,,
