Date,Close,ticker,Close,ticker,Close,ticker,Close,ticker,Close,ticker
2022-12-29,55300,005930,75000,000660,53100,035720,151000,005380,177500,035420
2022-12-28,56600,005930,76000,000660,53600,035720,154000,005380,180000,035420
2022-12-27,58100,005930,77000,000660,54400,035720,158000,005380,181000,035420
2022-12-26,57900,005930,77000,000660,53600,035720,158000,005380,178500,035420
2022-12-23,58100,005930,77800,000660,53400,035720,157000,005380,178000,035420
2022-12-22,59100,005930,79200,000660,55100,035720,158500,005380,184500,035420
2022-12-21,58000,005930,78000,000660,54200,035720,156000,005380,180000,035420
2022-12-20,58600,005930,78300,000660,54300,035720,157000,005380,180500,035420
2022-12-19,59500,005930,79000,000660,55800,035720,159000,005380,183500,035420
2022-12-16,59500,005930,78400,000660,54400,035720,162500,005380,180500,035420
2022-12-15,59300,005930,80200,000660,55300,035720,162000,005380,182500,035420
2022-12-14,60500,005930,81800,000660,58700,035720,163500,005380,193500,035420
2022-12-13,59700,005930,82300,000660,58200,035720,159500,005380,193000,035420
2022-12-12,59500,005930,81100,000660,58100,035720,163500,005380,193000,035420
2022-12-09,60400,005930,81500,000660,58100,035720,162500,005380,195000,035420
2022-12-08,59200,005930,78800,000660,55500,035720,162000,005380,185500,035420
2022-12-07,58900,005930,78900,000660,55500,035720,163000,005380,183500,035420
2022-12-06,59200,005930,81000,000660,56000,035720,164500,005380,185500,035420
2022-12-05,60300,005930,81000,000660,58000,035720,165500,005380,191500,035420
